date_tdb,jd_tdb,lambda_sidereal_deg,beta_deg,distance_au,ayanamsa_deg,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2025-Oct-25 00:00:00.0000 TDB,2460973.50000,180.600466,2.444153,2.350204,25.101638,-2.115751,-1.018338,0.100226,-1.919370,40.463631,-3.496240,-15.953999
2025-Oct-26 00:00:00.0000 TDB,2460974.50000,180.072515,2.404305,2.340861,25.101696,-2.116658,-0.994860,0.098201,-1.222147,40.837438,-3.516056,-16.398219
2025-Oct-27 00:00:00.0000 TDB,2460975.50000,179.539700,2.364118,2.331263,25.101758,-2.117162,-0.971166,0.096164,-0.526025,41.212111,-3.535612,-16.836423
2025-Oct-28 00:00:00.0000 TDB,2460976.50000,179.001727,2.323574,2.321415,25.101820,-2.117266,-0.947256,0.094117,0.168283,41.587179,-3.554868,-17.267307
2025-Oct-29 00:00:00.0000 TDB,2460977.50000,178.458299,2.282656,2.311320,25.101877,-2.116969,-0.923129,0.092058,0.860047,41.962207,-3.573786,-17.689559
2025-Oct-30 00:00:00.0000 TDB,2460978.50000,177.909112,2.241346,2.300983,25.101925,-2.116273,-0.898786,0.089989,1.548527,42.336794,-3.592331,-18.101861
2025-Oct-31 00:00:00.0000 TDB,2460979.50000,177.353856,2.199624,2.290412,25.101961,-2.115181,-0.874226,0.087909,2.232993,42.710579,-3.610470,-18.502905
2025-Nov-01 00:00:00.0000 TDB,2460980.50000,176.792214,2.157473,2.279613,25.101984,-2.113694,-0.849451,0.085819,2.912735,43.083239,-3.628174,-18.891407
2025-Nov-02 00:00:00.0000 TDB,2460981.50000,176.223860,2.114871,2.268594,25.101995,-2.111817,-0.824461,0.083718,3.587084,43.454505,-3.645416,-19.266123
2025-Nov-03 00:00:00.0000 TDB,2460982.50000,175.648459,2.071801,2.257362,25.102002,-2.109552,-0.799257,0.081608,4.255428,43.824170,-3.662171,-19.625872
2025-Nov-04 00:00:00.0000 TDB,2460983.50000,175.065668,2.028241,2.245927,25.102013,-2.106903,-0.773840,0.079488,4.917221,44.192121,-3.678412,-19.969547
2025-Nov-05 00:00:00.0000 TDB,2460984.50000,174.475135,1.984172,2.234298,25.102038,-2.103874,-0.748211,0.077359,5.571973,44.558361,-3.694112,-20.296114
2025-Nov-06 00:00:00.0000 TDB,2460985.50000,173.876505,1.939573,2.222486,25.102086,-2.100468,-0.722371,0.075221,6.219225,44.923029,-3.709238,-20.604585
2025-Nov-07 00:00:00.0000 TDB,2460986.50000,173.269418,1.894425,2.210502,25.102155,-2.096691,-0.696321,0.073075,6.858507,45.286391,-3.723756,-20.893971
2025-Nov-08 00:00:00.0000 TDB,2460987.50000,172.653513,1.848708,2.198356,25.102240,-2.092548,-0.670061,0.070920,7.489309,45.648814,-3.737632,-21.163236
2025-Nov-09 00:00:00.0000 TDB,2460988.50000,172.028419,1.802402,2.186060,25.102329,-2.088042,-0.643593,0.068757,8.111066,46.010718,-3.750837,-21.411258
2025-Nov-10 00:00:00.0000 TDB,2460989.50000,171.393756,1.755488,2.173628,25.102412,-2.083180,-0.616915,0.066587,8.723171,46.372526,-3.763349,-21.636831
2025-Nov-11 00:00:00.0000 TDB,2460990.50000,170.749126,1.707947,2.161072,25.102480,-2.077968,-0.590028,0.064411,9.324999,46.734640,-3.775157,-21.838671
2025-Nov-12 00:00:00.0000 TDB,2460991.50000,170.094116,1.659760,2.148407,25.102531,-2.072411,-0.562931,0.062227,9.915945,47.097422,-3.786256,-22.015448
2025-Nov-13 00:00:00.0000 TDB,2460992.50000,169.428303,1.610907,2.135647,25.102565,-2.066516,-0.535625,0.060037,10.495437,47.461195,-3.796653,-22.165812
2025-Nov-14 00:00:00.0000 TDB,2460993.50000,168.751248,1.561369,2.122809,25.102586,-2.060290,-0.508109,0.057842,11.062956,47.826253,-3.806359,-22.288403
2025-Nov-15 00:00:00.0000 TDB,2460994.50000,168.062510,1.511128,2.109908,25.102601,-2.053740,-0.480381,0.055641,11.618041,48.192861,-3.815389,-22.381866
2025-Nov-16 00:00:00.0000 TDB,2460995.50000,167.361640,1.460163,2.096961,25.102614,-2.046873,-0.452441,0.053435,12.160283,48.561263,-3.823764,-22.444853
2025-Nov-17 00:00:00.0000 TDB,2460996.50000,166.648187,1.408457,2.083988,25.102632,-2.039696,-0.424288,0.051224,12.689328,48.931683,-3.831506,-22.476023
2025-Nov-18 00:00:00.0000 TDB,2460997.50000,165.921704,1.355991,2.071006,25.102657,-2.032218,-0.395920,0.049009,13.204872,49.304322,-3.838641,-22.474043
2025-Nov-19 00:00:00.0000 TDB,2460998.50000,165.181743,1.302748,2.058035,25.102693,-2.024446,-0.367336,0.046790,13.706658,49.679359,-3.845198,-22.437585
2025-Nov-20 00:00:00.0000 TDB,2460999.50000,164.427863,1.248709,2.045095,25.102741,-2.016388,-0.338535,0.044567,14.194473,50.056947,-3.851205,-22.365334
2025-Nov-21 00:00:00.0000 TDB,2461000.50000,163.659634,1.193859,2.032208,25.102800,-2.008053,-0.309515,0.042342,14.668149,50.437215,-3.856694,-22.255987
2025-Nov-22 00:00:00.0000 TDB,2461001.50000,162.876632,1.138182,2.019395,25.102868,-1.999448,-0.280275,0.040113,15.127558,50.820265,-3.861695,-22.108257
2025-Nov-23 00:00:00.0000 TDB,2461002.50000,162.078449,1.081664,2.006678,25.102941,-1.990582,-0.250812,0.037881,15.572614,51.206174,-3.866241,-21.920878
2025-Nov-24 00:00:00.0000 TDB,2461003.50000,161.264694,1.024293,1.994082,25.103015,-1.981463,-0.221126,0.035647,16.003268,51.594993,-3.870364,-21.692610
2025-Nov-25 00:00:00.0000 TDB,2461004.50000,160.434992,0.966058,1.981629,25.103085,-1.972099,-0.191214,0.033410,16.419507,51.986752,-3.874096,-21.422244
2025-Nov-26 00:00:00.0000 TDB,2461005.50000,159.588990,0.906950,1.969345,25.103146,-1.962499,-0.161076,0.031172,16.821352,52.381454,-3.877469,-21.108609
2025-Nov-27 00:00:00.0000 TDB,2461006.50000,158.726362,0.846963,1.957255,25.103196,-1.952672,-0.130708,0.028932,17.208861,52.779083,-3.880515,-20.750580
2025-Nov-28 00:00:00.0000 TDB,2461007.50000,157.846807,0.786093,1.945385,25.103234,-1.942624,-0.100110,0.026690,17.582126,53.179596,-3.883262,-20.347089
2025-Nov-29 00:00:00.0000 TDB,2461008.50000,156.950055,0.724340,1.933761,25.103260,-1.932365,-0.069280,0.024446,17.941278,53.582935,-3.885740,-19.897141
2025-Nov-30 00:00:00.0000 TDB,2461009.50000,156.035871,0.661706,1.922411,25.103279,-1.921903,-0.038216,0.022201,18.286495,53.989030,-3.887975,-19.399826
2025-Dec-01 00:00:00.0000 TDB,2461010.50000,155.104059,0.598197,1.911362,25.103299,-1.911245,-0.006917,0.019955,18.618004,54.397815,-3.889989,-18.854339
2025-Dec-02 00:00:00.0000 TDB,2461011.50000,154.154465,0.533825,1.900642,25.103328,-1.900400,0.024619,0.017708,18.936081,54.809247,-3.891802,-18.259984
2025-Dec-03 00:00:00.0000 TDB,2461012.50000,153.186984,0.468605,1.890279,25.103376,-1.889375,0.056394,0.015460,19.241032,55.223330,-3.893422,-17.616165
2025-Dec-04 00:00:00.0000 TDB,2461013.50000,152.201567,0.402557,1.880303,25.103447,-1.878177,0.088408,0.013211,19.533169,55.640139,-3.894852,-16.922367
2025-Dec-05 00:00:00.0000 TDB,2461014.50000,151.198226,0.335707,1.870742,25.103537,-1.866815,0.120664,0.010961,19.812770,56.059814,-3.896088,-16.178115
2025-Dec-06 00:00:00.0000 TDB,2461015.50000,150.177036,0.268086,1.861626,25.103638,-1.855294,0.153163,0.008710,20.080035,56.482545,-3.897123,-15.382941
2025-Dec-07 00:00:00.0000 TDB,2461016.50000,149.138134,0.199732,1.852983,25.103738,-1.843623,0.185907,0.006459,20.335071,56.908525,-3.897946,-14.536379
2025-Dec-08 00:00:00.0000 TDB,2461017.50000,148.081721,0.130690,1.844845,25.103826,-1.831807,0.218898,0.004208,20.577896,57.337912,-3.898554,-13.637984
2025-Dec-09 00:00:00.0000 TDB,2461018.50000,147.008062,0.061009,1.837240,25.103895,-1.819855,0.252139,0.001956,20.808464,57.770798,-3.898948,-12.687382
2025-Dec-10 00:00:00.0000 TDB,2461019.50000,145.917490,-0.009254,1.830200,25.103945,-1.807774,0.285630,-0.000296,21.026704,58.207196,-3.899134,-11.684327
2025-Dec-11 00:00:00.0000 TDB,2461020.50000,144.810414,-0.080035,1.823754,25.103980,-1.795570,0.319374,-0.002548,21.232541,58.647054,-3.899124,-10.628746
2025-Dec-12 00:00:00.0000 TDB,2461021.50000,143.687322,-0.151264,1.817933,25.104005,-1.783251,0.353374,-0.004799,21.425916,59.090266,-3.898930,-9.520772
2025-Dec-13 00:00:00.0000 TDB,2461022.50000,142.548786,-0.222865,1.812766,25.104027,-1.770823,0.387630,-0.007051,21.606789,59.536691,-3.898568,-8.360766
2025-Dec-14 00:00:00.0000 TDB,2461023.50000,141.395468,-0.294756,1.808285,25.104052,-1.758295,0.422145,-0.009303,21.775142,59.986159,-3.898053,-7.149323
2025-Dec-15 00:00:00.0000 TDB,2461024.50000,140.228120,-0.366849,1.804518,25.104084,-1.745673,0.456920,-0.011554,21.930968,60.438487,-3.897401,-5.887283
2025-Dec-16 00:00:00.0000 TDB,2461025.50000,139.047583,-0.439050,1.801494,25.104125,-1.732965,0.491958,-0.013804,22.074278,60.893476,-3.896626,-4.575729
2025-Dec-17 00:00:00.0000 TDB,2461026.50000,137.854786,-0.511260,1.799242,25.104178,-1.720178,0.527259,-0.016055,22.205087,61.350915,-3.895744,-3.215996
2025-Dec-18 00:00:00.0000 TDB,2461027.50000,136.650748,-0.583375,1.797788,25.104242,-1.707319,0.562824,-0.018304,22.323420,61.810580,-3.894769,-1.809667
2025-Dec-19 00:00:00.0000 TDB,2461028.50000,135.436570,-0.655287,1.797160,25.104316,-1.694395,0.598656,-0.020554,22.429312,62.272230,-3.893717,-0.358576
2025-Dec-20 00:00:00.0000 TDB,2461029.50000,134.213434,-0.726888,1.797382,25.104395,-1.681413,0.634755,-0.022802,22.522810,62.735615,-3.892603,1.135190
2025-Dec-21 00:00:00.0000 TDB,2461030.50000,132.982596,-0.798062,1.798479,25.104475,-1.668381,0.671122,-0.025050,22.603971,63.200468,-3.891442,2.669300
2025-Dec-22 00:00:00.0000 TDB,2461031.50000,131.745377,-0.868696,1.800473,25.104552,-1.655306,0.707758,-0.027297,22.672875,63.666513,-3.890248,4.241187
2025-Dec-23 00:00:00.0000 TDB,2461032.50000,130.503159,-0.938675,1.803385,25.104621,-1.642194,0.744663,-0.029543,22.729618,64.133466,-3.889037,5.848056
2025-Dec-24 00:00:00.0000 TDB,2461033.50000,129.257371,-1.007884,1.807234,25.104679,-1.629053,0.781838,-0.031789,22.774320,64.601040,-3.887822,7.486909
2025-Dec-25 00:00:00.0000 TDB,2461034.50000,128.009484,-1.076211,1.812039,25.104723,-1.615890,0.819284,-0.034034,22.807124,65.068948,-3.886614,9.154563
2025-Dec-26 00:00:00.0000 TDB,2461035.50000,126.760994,-1.143545,1.817813,25.104756,-1.602711,0.856999,-0.036279,22.828197,65.536908,-3.885425,10.847677
2025-Dec-27 00:00:00.0000 TDB,2461036.50000,125.513416,-1.209779,1.824573,25.104781,-1.589523,0.894985,-0.038522,22.837736,66.004647,-3.884263,12.562780
2025-Dec-28 00:00:00.0000 TDB,2461037.50000,124.268268,-1.274813,1.832328,25.104803,-1.576333,0.933241,-0.040765,22.835964,66.471912,-3.883133,14.296309
2025-Dec-29 00:00:00.0000 TDB,2461038.50000,123.027067,-1.338547,1.841089,25.104831,-1.563147,0.971767,-0.043008,22.823131,66.938477,-3.882038,16.044640
2025-Dec-30 00:00:00.0000 TDB,2461039.50000,121.791311,-1.400893,1.850864,25.104873,-1.549972,1.010561,-0.045249,22.799512,67.404156,-3.880975,17.804140
2025-Dec-31 00:00:00.0000 TDB,2461040.50000,120.562475,-1.461767,1.861656,25.104935,-1.536814,1.049625,-0.047491,22.765393,67.868820,-3.879936,19.571218
2026-Jan-01 00:00:00.0000 TDB,2461041.50000,119.342001,-1.521092,1.873471,25.105017,-1.523678,1.088956,-0.049731,22.721051,68.332407,-3.878909,21.342382
2026-Jan-02 00:00:00.0000 TDB,2461042.50000,118.131290,-1.578800,1.886309,25.105115,-1.510571,1.128555,-0.051971,22.666721,68.794919,-3.877875,23.114296
2026-Jan-03 00:00:00.0000 TDB,2461043.50000,116.931690,-1.634830,1.900170,25.105217,-1.497498,1.168421,-0.054211,22.602572,69.256405,-3.876814,24.883822
2026-Jan-04 00:00:00.0000 TDB,2461044.50000,115.744487,-1.689130,1.915051,25.105312,-1.484464,1.208553,-0.056449,22.528685,69.716929,-3.875708,26.648026
2026-Jan-05 00:00:00.0000 TDB,2461045.50000,114.570896,-1.741658,1.930949,25.105391,-1.471477,1.248950,-0.058687,22.445058,70.176531,-3.874541,28.404169
2026-Jan-06 00:00:00.0000 TDB,2461046.50000,113.412053,-1.792377,1.947859,25.105450,-1.458540,1.289613,-0.060925,22.351634,70.635196,-3.873307,30.149676
2026-Jan-07 00:00:00.0000 TDB,2461047.50000,112.269013,-1.841261,1.965773,25.105490,-1.445660,1.330541,-0.063161,22.248322,71.092842,-3.872004,31.882102
2026-Jan-08 00:00:00.0000 TDB,2461048.50000,111.142747,-1.888293,1.984683,25.105517,-1.432843,1.371732,-0.065397,22.135037,71.549326,-3.870634,33.599125
2026-Jan-09 00:00:00.0000 TDB,2461049.50000,110.034147,-1.933463,2.004579,25.105537,-1.420094,1.413187,-0.067632,22.011713,72.004458,-3.869205,35.298541
2026-Jan-10 00:00:00.0000 TDB,2461050.50000,108.944021,-1.976769,2.025452,25.105558,-1.407419,1.454904,-0.069867,21.878310,72.458020,-3.867725,36.978274
2026-Jan-11 00:00:00.0000 TDB,2461051.50000,107.873097,-2.018217,2.047289,25.105585,-1.394825,1.496882,-0.072100,21.734818,72.909776,-3.866204,38.636397
2026-Jan-12 00:00:00.0000 TDB,2461052.50000,106.822021,-2.057820,2.070076,25.105621,-1.382315,1.539121,-0.074332,21.581247,73.359486,-3.864651,40.271136
2026-Jan-13 00:00:00.0000 TDB,2461053.50000,105.791361,-2.095599,2.093801,25.105667,-1.369898,1.581619,-0.076564,21.417625,73.806905,-3.863075,41.880884
2026-Jan-14 00:00:00.0000 TDB,2461054.50000,104.781604,-2.131579,2.118448,25.105725,-1.357578,1.624375,-0.078795,21.243990,74.251787,-3.861485,43.464200
2026-Jan-15 00:00:00.0000 TDB,2461055.50000,103.793159,-2.165790,2.144001,25.105792,-1.345361,1.667387,-0.081024,21.060392,74.693884,-3.859889,45.019805
2026-Jan-16 00:00:00.0000 TDB,2461056.50000,102.826364,-2.198270,2.170444,25.105866,-1.333253,1.710653,-0.083253,20.866892,75.132938,-3.858298,46.546576
2026-Jan-17 00:00:00.0000 TDB,2461057.50000,101.881481,-2.229058,2.197761,25.105942,-1.321260,1.754172,-0.085481,20.663561,75.568686,-3.856722,48.043538
2026-Jan-18 00:00:00.0000 TDB,2461058.50000,100.958708,-2.258199,2.225933,25.106015,-1.309387,1.797941,-0.087708,20.450486,76.000854,-3.855170,49.509849
2026-Jan-19 00:00:00.0000 TDB,2461059.50000,100.058174,-2.285739,2.254944,25.106081,-1.297639,1.841960,-0.089934,20.227777,76.429162,-3.853653,50.944794
2026-Jan-20 00:00:00.0000 TDB,2461060.50000,99.179947,-2.311728,2.284773,25.106136,-1.286023,1.886224,-0.092159,19.995572,76.853322,-3.852182,52.347775
2026-Jan-21 00:00:00.0000 TDB,2461061.50000,98.324036,-2.336219,2.315404,25.106177,-1.274544,1.930732,-0.094384,19.754037,77.273055,-3.850766,53.718307
2026-Jan-22 00:00:00.0000 TDB,2461062.50000,97.490392,-2.359263,2.346817,25.106205,-1.263207,1.975481,-0.096607,19.503373,77.688088,-3.849411,55.056018
2026-Jan-23 00:00:00.0000 TDB,2461063.50000,96.678913,-2.380917,2.378993,25.106224,-1.252018,2.020468,-0.098830,19.243811,78.098169,-3.848123,56.360646
2026-Jan-24 00:00:00.0000 TDB,2461064.50000,95.889449,-2.401235,2.411912,25.106238,-1.240981,2.065691,-0.101052,18.975610,78.503076,-3.846904,57.632042
2026-Jan-25 00:00:00.0000 TDB,2461065.50000,95.121805,-2.420271,2.445557,25.106256,-1.230101,2.111146,-0.103274,18.699050,78.902620,-3.845751,58.870176
2026-Jan-26 00:00:00.0000 TDB,2461066.50000,94.375748,-2.438083,2.479907,25.106286,-1.219383,2.156830,-0.105495,18.414427,79.296654,-3.844658,60.075133
2026-Jan-27 00:00:00.0000 TDB,2461067.50000,93.651011,-2.454723,2.514943,25.106331,-1.208832,2.202740,-0.107715,18.122039,79.685081,-3.843617,61.247116
2026-Jan-28 00:00:00.0000 TDB,2461068.50000,92.947301,-2.470246,2.550647,25.106396,-1.198452,2.248873,-0.109934,17.822178,80.067851,-3.842613,62.386453
2026-Jan-29 00:00:00.0000 TDB,2461069.50000,92.264301,-2.484704,2.586999,25.106477,-1.188247,2.295225,-0.112153,17.515108,80.444970,-3.841629,63.493589
2026-Jan-30 00:00:00.0000 TDB,2461070.50000,91.601674,-2.498148,2.623982,25.106565,-1.178221,2.341793,-0.114372,17.201054,80.816484,-3.840647,64.569080
2026-Jan-31 00:00:00.0000 TDB,2461071.50000,90.959070,-2.510629,2.661577,25.106652,-1.168379,2.388575,-0.116590,16.880179,81.182468,-3.839646,65.613582
2026-Feb-01 00:00:00.0000 TDB,2461072.50000,90.336117,-2.522194,2.699766,25.106727,-1.158724,2.435566,-0.118807,16.552580,81.543004,-3.838610,66.627815
2026-Feb-02 00:00:00.0000 TDB,2461073.50000,89.732433,-2.532889,2.738533,25.106784,-1.149261,2.482764,-0.121024,16.218286,81.898148,-3.837525,67.612532
2026-Feb-03 00:00:00.0000 TDB,2461074.50000,89.147617,-2.542759,2.777860,25.106820,-1.139992,2.530165,-0.123240,15.877282,82.247912,-3.836384,68.568477
2026-Feb-04 00:00:00.0000 TDB,2461075.50000,88.581261,-2.551847,2.817731,25.106841,-1.130922,2.577767,-0.125455,15.529527,82.592251,-3.835186,69.496361
2026-Feb-05 00:00:00.0000 TDB,2461076.50000,88.032949,-2.560194,2.858129,25.106852,-1.122055,2.625566,-0.127670,15.174984,82.931063,-3.833934,70.396841
2026-Feb-06 00:00:00.0000 TDB,2461077.50000,87.502264,-2.567839,2.899041,25.106861,-1.113395,2.673559,-0.129884,14.813632,83.264205,-3.832635,71.270527
2026-Feb-07 00:00:00.0000 TDB,2461078.50000,86.988790,-2.574822,2.940449,25.106874,-1.104945,2.721743,-0.132097,14.445480,83.591504,-3.831298,72.117983
2026-Feb-08 00:00:00.0000 TDB,2461079.50000,86.492112,-2.581177,2.982339,25.106894,-1.096710,2.770114,-0.134309,14.070566,83.912773,-3.829932,72.939742
2026-Feb-09 00:00:00.0000 TDB,2461080.50000,86.011822,-2.586942,3.024696,25.106926,-1.088694,2.818669,-0.136521,13.688952,84.227820,-3.828546,73.736315
2026-Feb-10 00:00:00.0000 TDB,2461081.50000,85.547516,-2.592149,3.067507,25.106969,-1.080899,2.867404,-0.138731,13.300721,84.536456,-3.827149,74.508199
2026-Feb-11 00:00:00.0000 TDB,2461082.50000,85.098794,-2.596832,3.110756,25.107021,-1.073331,2.916316,-0.140941,12.905968,84.838491,-3.825749,75.255874
2026-Feb-12 00:00:00.0000 TDB,2461083.50000,84.665265,-2.601021,3.154430,25.107081,-1.065993,2.965400,-0.143151,12.504798,85.133737,-3.824355,75.979809
2026-Feb-13 00:00:00.0000 TDB,2461084.50000,84.246541,-2.604745,3.198515,25.107145,-1.058888,3.014652,-0.145359,12.097326,85.422004,-3.822974,76.680453
2026-Feb-14 00:00:00.0000 TDB,2461085.50000,83.842243,-2.608035,3.242999,25.107208,-1.052021,3.064069,-0.147566,11.683675,85.703095,-3.821616,77.358234
2026-Feb-15 00:00:00.0000 TDB,2461086.50000,83.451997,-2.610915,3.287867,25.107265,-1.045394,3.113646,-0.149773,11.263986,85.976805,-3.820291,78.013554
2026-Feb-16 00:00:00.0000 TDB,2461087.50000,83.075437,-2.613413,3.333108,25.107312,-1.039011,3.163379,-0.151979,10.838418,86.242921,-3.819006,78.646786
2026-Feb-17 00:00:00.0000 TDB,2461088.50000,82.712200,-2.615554,3.378708,25.107346,-1.032875,3.213263,-0.154185,10.407164,86.501225,-3.817773,79.258278
2026-Feb-18 00:00:00.0000 TDB,2461089.50000,82.361930,-2.617360,3.424655,25.107366,-1.026991,3.263295,-0.156389,9.970448,86.751506,-3.816597,79.848357
2026-Feb-19 00:00:00.0000 TDB,2461090.50000,82.024271,-2.618855,3.470936,25.107374,-1.021360,3.313468,-0.158593,9.528538,86.993568,-3.815484,80.417342
2026-Feb-20 00:00:00.0000 TDB,2461091.50000,81.698873,-2.620060,3.517540,25.107377,-1.015985,3.363779,-0.160796,9.081733,87.227247,-3.814435,80.965559
2026-Feb-21 00:00:00.0000 TDB,2461092.50000,81.385389,-2.620995,3.564455,25.107381,-1.010870,3.414222,-0.162999,8.630362,87.452423,-3.813447,81.493359
2026-Feb-22 00:00:00.0000 TDB,2461093.50000,81.083478,-2.621680,3.611669,25.107395,-1.006017,3.464793,-0.165201,8.174767,87.669029,-3.812512,82.001127
2026-Feb-23 00:00:00.0000 TDB,2461094.50000,80.792807,-2.622133,3.659171,25.107425,-1.001428,3.515487,-0.167403,7.715283,87.877053,-3.811615,82.489292
2026-Feb-24 00:00:00.0000 TDB,2461095.50000,80.513055,-2.622370,3.706949,25.107473,-0.997106,3.566298,-0.169604,7.252228,88.076534,-3.810741,82.958328
2026-Feb-25 00:00:00.0000 TDB,2461096.50000,80.243908,-2.622409,3.754992,25.107537,-0.993052,3.617222,-0.171805,6.785887,88.267556,-3.809869,83.408747
2026-Feb-26 00:00:00.0000 TDB,2461097.50000,79.985068,-2.622262,3.803290,25.107610,-0.989268,3.668254,-0.174005,6.316501,88.450237,-3.808978,83.841093
2026-Feb-27 00:00:00.0000 TDB,2461098.50000,79.736242,-2.621945,3.851833,25.107684,-0.985756,3.719389,-0.176204,5.844261,88.624714,-3.808046,84.255927
2026-Feb-28 00:00:00.0000 TDB,2461099.50000,79.497149,-2.621470,3.900611,25.107750,-0.982518,3.770623,-0.178404,5.369303,88.791128,-3.807052,84.653818
2026-Mar-01 00:00:00.0000 TDB,2461100.50000,79.267510,-2.620849,3.949614,25.107800,-0.979555,3.821950,-0.180602,4.891712,88.949611,-3.805975,85.035318
2026-Mar-02 00:00:00.0000 TDB,2461101.50000,79.047055,-2.620092,3.998832,25.107832,-0.976868,3.873367,-0.182800,4.411526,89.100267,-3.804801,85.400951
2026-Mar-03 00:00:00.0000 TDB,2461102.50000,78.835514,-2.619209,4.048257,25.107847,-0.974459,3.924868,-0.184997,3.928749,89.243163,-3.803514,85.751195
2026-Mar-04 00:00:00.0000 TDB,2461103.50000,78.632625,-2.618210,4.097880,25.107850,-0.972330,3.976450,-0.187193,3.443367,89.378316,-3.802105,86.086469
2026-Mar-05 00:00:00.0000 TDB,2461104.50000,78.438132,-2.617104,4.147692,25.107848,-0.970483,4.028107,-0.189389,2.955367,89.505701,-3.800565,86.407134
2026-Mar-06 00:00:00.0000 TDB,2461105.50000,78.251788,-2.615899,4.197686,25.107848,-0.968917,4.079836,-0.191583,2.464748,89.625253,-3.798884,86.713492
2026-Mar-07 00:00:00.0000 TDB,2461106.50000,78.073354,-2.614601,4.247852,25.107856,-0.967636,4.131631,-0.193777,1.971529,89.736878,-3.797053,87.005799
2026-Mar-08 00:00:00.0000 TDB,2461107.50000,77.902604,-2.613219,4.298183,25.107873,-0.966640,4.183489,-0.195969,1.475753,89.840463,-3.795060,87.284273
2026-Mar-09 00:00:00.0000 TDB,2461108.50000,77.739319,-2.611759,4.348671,25.107903,-0.965932,4.235404,-0.198160,0.977482,89.935884,-3.792889,87.549100
